Entity ID,Acquisition Start Date,Acquisition End Date,Tile Number,Cloud Cover,Agency,Platform,Vendor,Vendor Tile ID,Orbit Number,Orbit Direction,Vendor Software Version,Production Date,Vendor Product ID,Archiving Center,Datatake Type,Datatake Identifier,Data Type,Product Type,Product Format,Processing Level,Datastrip ID,Datum,Map Projection,UTM Zone,EPSG Code,Resolution,Units,Sun Zenith Angle Mean,Sun Azimuth Angle  Mean,Quantification,Image_Referencing,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE  Corner Lat,NE  Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW  Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
L1C_T50QPL_A036837_20220712T024846,2022-07-12T02:48:46.958Z,2022-07-12T03:00:37.689Z,T50QPL,4.29646,ESA,SENTINEL-2A,ATOS,L1C_T50QPL_A036837_20220712T024846,89,Descending Orbit,04.00,2022-07-12T05:55:50.000000Z,S2A_MSIL1C_20220712T023541_N0400_R089_T50QPL_20220712T055550,ATOS,INS-NOBS,GS2A_20220712T023541_036837_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220712T055550_S20220712T024846_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.4828114692639,89.2917608901662,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A036837_20220712T024846,18731782
L1C_T50QQL_A036837_20220712T024846,2022-07-12T02:48:46.958Z,2022-07-12T03:00:37.689Z,T50QQL,3.25815,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A036837_20220712T024846,89,Descending Orbit,04.00,2022-07-12T05:55:50.000000Z,S2A_MSIL1C_20220712T023541_N0400_R089_T50QQL_20220712T055550,ATOS,INS-NOBS,GS2A_20220712T023541_036837_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220712T055550_S20220712T024846_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,17.5955776558092,89.6043600911348,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A036837_20220712T024846,18732356
L1C_T50QQL_A036980_20220722T024845,2022-07-22T02:48:45.954Z,2022-07-22T03:00:33.078Z,T50QQL,1.48951,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A036980_20220722T024845,89,Descending Orbit,04.00,2022-07-22T04:56:24.000000Z,S2A_MSIL1C_20220722T023541_N0400_R089_T50QQL_20220722T045624,ATOS,INS-NOBS,GS2A_20220722T023541_036980_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220722T045624_S20220722T024845_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.0747866277649,94.9329308665798,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A036980_20220722T024845,18873261
L1C_T50QPL_A036980_20220722T024845,2022-07-22T02:48:45.954Z,2022-07-22T03:00:33.078Z,T50QPL,1.19224,ESA,SENTINEL-2A,ATOS,L1C_T50QPL_A036980_20220722T024845,89,Descending Orbit,04.00,2022-07-22T04:56:24.000000Z,S2A_MSIL1C_20220722T023541_N0400_R089_T50QPL_20220722T045624,ATOS,INS-NOBS,GS2A_20220722T023541_036980_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220722T045624_S20220722T024845_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.9602638875433,94.3778128479247,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A036980_20220722T024845,18874049
L1C_T50QQK_A036980_20220722T024845,2022-07-22T02:48:45.954Z,2022-07-22T03:00:33.078Z,T50QQK,2.92679,ESA,SENTINEL-2A,ATOS,L1C_T50QQK_A036980_20220722T024845,89,Descending Orbit,04.00,2022-07-22T04:56:24.000000Z,S2A_MSIL1C_20220722T023541_N0400_R089_T50QQK_20220722T045624,ATOS,INS-NOBS,GS2A_20220722T023541_036980_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220722T045624_S20220722T024845_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,17.9772599608379,92.1887023279077,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A036980_20220722T024845,18874195
L1C_T50QPK_A036980_20220722T024845,2022-07-22T02:48:45.954Z,2022-07-22T03:00:33.078Z,T50QPK,6.85318,ESA,SENTINEL-2A,ATOS,L1C_T50QPK_A036980_20220722T024845,89,Descending Orbit,04.00,2022-07-22T04:56:24.000000Z,S2A_MSIL1C_20220722T023541_N0400_R089_T50QPK_20220722T045624,ATOS,INS-NOBS,GS2A_20220722T023541_036980_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220722T045624_S20220722T024845_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.8644718722923,91.7717285383794,10000,Y,22°06'14.97"N,118°30'05.91"E,22°36'14.72"N,117°58'22.58"E,22°35'38.63"N,119°02'27.02"E,21°36'09.76"N,119°01'35.86"E,21°36'44.10"N,117°57'58.17"E,22.1041598,118.5016409,22.6040892,117.972938,22.5940651,119.0408395,21.6027096,119.0266278,21.6122496,117.9661585,L1C_T50QPK_A036980_20220722T024845,18874372
L1C_T50QQL_A028100_20220724T023819,2022-07-24T02:38:19.304Z,2022-07-24T02:50:31.682Z,T50QQL,3.79500,ESA,SENTINEL-2B,2BPS,L1C_T50QQL_A028100_20220724T023819,46,Descending Orbit,04.00,2022-07-24T04:55:10.000000Z,S2B_MSIL1C_20220724T022539_N0400_R046_T50QQL_20220724T045510,2BPS,INS-NOBS,GS2B_20220724T022539_028100_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220724T045510_S20220724T023819_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.4820030549535,94.5941895173408,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A028100_20220724T023819,18907124
L1C_T50QQK_A028100_20220724T023819,2022-07-24T02:38:19.304Z,2022-07-24T02:50:31.682Z,T50QQK,10.63477,ESA,SENTINEL-2B,2BPS,L1C_T50QQK_A028100_20220724T023819,46,Descending Orbit,04.00,2022-07-24T04:55:10.000000Z,S2B_MSIL1C_20220724T022539_N0400_R046_T50QQK_20220724T045510,2BPS,INS-NOBS,GS2B_20220724T022539_028100_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220724T045510_S20220724T023819_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.3868249621192,92.1990111204198,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A028100_20220724T023819,18907243
L1C_T50QQL_A028143_20220727T024849,2022-07-27T02:48:49.780Z,2022-07-27T03:00:29.688Z,T50QQL,14.92394,ESA,SENTINEL-2B,2BPS,L1C_T50QQL_A028143_20220727T024849,89,Descending Orbit,04.00,2022-07-27T05:00:15.000000Z,S2B_MSIL1C_20220727T023529_N0400_R089_T50QQL_20220727T050015,2BPS,INS-NOBS,GS2B_20220727T023529_028143_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220727T050015_S20220727T024849_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.3674437165720,98.1970667844811,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A028143_20220727T024849,18954642
L1C_T50QPL_A028143_20220727T024849,2022-07-27T02:48:49.780Z,2022-07-27T03:00:29.688Z,T50QPL,1.34919,ESA,SENTINEL-2B,2BPS,L1C_T50QPL_A028143_20220727T024849,89,Descending Orbit,04.00,2022-07-27T05:00:15.000000Z,S2B_MSIL1C_20220727T023529_N0400_R089_T50QPL_20220727T050015,2BPS,INS-NOBS,GS2B_20220727T023529_028143_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220727T050015_S20220727T024849_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,19.2482104633718,97.5003208387422,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A028143_20220727T024849,18955661
L1C_T50QQL_A037080_20220729T023813,2022-07-29T02:38:13.485Z,2022-07-29T02:50:36.686Z,T50QQL,0.95261,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A037080_20220729T023813,46,Descending Orbit,04.00,2022-07-29T04:43:31.000000Z,S2A_MSIL1C_20220729T022541_N0400_R046_T50QQL_20220729T044331,ATOS,INS-NOBS,GS2A_20220729T022541_037080_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220729T044331_S20220729T023813_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.7330679886193,97.6809450622418,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A037080_20220729T023813,18986253
L1C_T50QQK_A028286_20220806T024849,2022-08-06T02:48:49.776Z,2022-08-06T03:00:26.076Z,T50QQK,27.14568,ESA,SENTINEL-2B,2BPS,L1C_T50QQK_A028286_20220806T024849,89,Descending Orbit,04.00,2022-08-06T05:13:55.000000Z,S2B_MSIL1C_20220806T023529_N0400_R089_T50QQK_20220806T051355,2BPS,INS-NOBS,GS2B_20220806T023529_028286_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220806T051355_S20220806T024849_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,18.7794501842905,103.2435940686020,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A028286_20220806T024849,19110763
L1C_T50QQL_A037223_20220808T023815,2022-08-08T02:38:15.480Z,2022-08-08T02:50:38.681Z,T50QQL,6.75082,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A037223_20220808T023815,46,Descending Orbit,04.00,2022-08-08T04:47:36.000000Z,S2A_MSIL1C_20220808T022541_N0400_R046_T50QQL_20220808T044736,ATOS,INS-NOBS,GS2A_20220808T022541_037223_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220808T044736_S20220808T023815_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,21.3854037700022,104.7258227950580,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A037223_20220808T023815,19143113
L1C_T50QPL_A037266_20220811T024907,2022-08-11T02:49:07.955Z,2022-08-11T02:59:17.668Z,T50QPL,11.58840,ESA,SENTINEL-2A,ATOS,L1C_T50QPL_A037266_20220811T024907,89,Descending Orbit,04.00,2022-08-11T06:11:25.000000Z,S2A_MSIL1C_20220811T023601_N0400_R089_T50QPL_20220811T061125,ATOS,INS-NOBS,GS2A_20220811T023601_037266_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220811T061125_S20220811T024907_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.2969778023216,108.7794292675390,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A037266_20220811T024907,19183783
L1C_T50QQL_A037266_20220811T024907,2022-08-11T02:49:07.955Z,2022-08-11T02:59:17.668Z,T50QQL,2.97503,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A037266_20220811T024907,89,Descending Orbit,04.00,2022-08-11T06:11:25.000000Z,S2A_MSIL1C_20220811T023601_N0400_R089_T50QQL_20220811T061125,ATOS,INS-NOBS,GS2A_20220811T023601_037266_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220811T061125_S20220811T024907_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,19.4556212686496,109.9378557505750,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A037266_20220811T024907,19184058
L1C_T50QQK_A028386_20220813T023817,2022-08-13T02:38:17.304Z,2022-08-13T02:50:29.681Z,T50QQK,7.70636,ESA,SENTINEL-2B,2BPS,L1C_T50QQK_A028386_20220813T023817,46,Descending Orbit,04.00,2022-08-13T04:52:15.000000Z,S2B_MSIL1C_20220813T022529_N0400_R046_T50QQK_20220813T045215,2BPS,INS-NOBS,GS2B_20220813T022529_028386_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220813T045215_S20220813T023817_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,21.5262572211019,106.4278325234830,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A028386_20220813T023817,19213924
L1C_T50QQL_A028386_20220813T023817,2022-08-13T02:38:17.304Z,2022-08-13T02:50:29.681Z,T50QQL,8.51336,ESA,SENTINEL-2B,2BPS,L1C_T50QQL_A028386_20220813T023817,46,Descending Orbit,04.00,2022-08-13T04:52:15.000000Z,S2B_MSIL1C_20220813T022529_N0400_R046_T50QQL_20220813T045215,2BPS,INS-NOBS,GS2B_20220813T022529_028386_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220813T045215_S20220813T023817_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,21.8373749498893,108.5449156919540,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A028386_20220813T023817,19214630
L1C_T50QQL_A028429_20220816T024847,2022-08-16T02:48:47.779Z,2022-08-16T03:00:24.079Z,T50QQL,2.92719,ESA,SENTINEL-2B,2BPS,L1C_T50QQL_A028429_20220816T024847,89,Descending Orbit,04.00,2022-08-16T05:02:23.000000Z,S2B_MSIL1C_20220816T023529_N0400_R089_T50QQL_20220816T050223,2BPS,INS-NOBS,GS2B_20220816T023529_028429_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220816T050223_S20220816T024847_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.0160819201009,114.1863503579330,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A028429_20220816T024847,19260506
L1C_T50QPL_A028429_20220816T024847,2022-08-16T02:48:47.779Z,2022-08-16T03:00:24.079Z,T50QPL,6.52647,ESA,SENTINEL-2B,2BPS,L1C_T50QPL_A028429_20220816T024847,89,Descending Orbit,04.00,2022-08-16T05:02:23.000000Z,S2B_MSIL1C_20220816T023529_N0400_R089_T50QPL_20220816T050223,2BPS,INS-NOBS,GS2B_20220816T023529_028429_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220816T050223_S20220816T024847_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,20.8346197036514,112.8881108612510,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A028429_20220816T024847,19260991
L1C_T50QQK_A028529_20220823T023815,2022-08-23T02:38:15.306Z,2022-08-23T02:50:27.684Z,T50QQK,5.28021,ESA,SENTINEL-2B,2BPS,L1C_T50QQK_A028529_20220823T023815,46,Descending Orbit,04.00,2022-08-23T08:55:22.000000Z,S2B_MSIL1C_20220823T022529_N0400_R046_T50QQK_20220823T085522,2BPS,INS-NOBS,GS2B_20220823T022529_028529_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220823T085522_S20220823T023815_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,22.5220827588091,114.7225740686420,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A028529_20220823T023815,19362878
L1C_T50QQL_A028529_20220823T023815,2022-08-23T02:38:15.306Z,2022-08-23T02:50:27.684Z,T50QQL,3.36446,ESA,SENTINEL-2B,2BPS,L1C_T50QQL_A028529_20220823T023815,46,Descending Orbit,04.00,2022-08-23T08:55:22.000000Z,S2B_MSIL1C_20220823T022529_N0400_R046_T50QQL_20220823T085522,2BPS,INS-NOBS,GS2B_20220823T022529_028529_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220823T085522_S20220823T023815_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,22.9507060952472,116.6040421266750,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A028529_20220823T023815,19363356
L1C_T50QPL_A028572_20220826T023943,2022-08-26T02:39:43.612Z,2022-08-26T02:52:32.067Z,T50QPL,28.08615,ESA,SENTINEL-2B,2BPS,L1C_T50QPL_A028572_20220826T023943,89,Descending Orbit,04.00,2022-08-26T18:20:44.000000Z,S2B_MSIL1C_20220826T023529_N0400_R089_T50QPL_20220826T182044,2BPS,INS-NOBS,GS2B_20220826T023529_028572_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2B_OPER_MSI_L1C_DS_2BPS_20220826T182044_S20220826T023943_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,22.1583713609350,121.3629902839630,10000,Y,23°00'26.72"N,118°30'41.23"E,23°30'26.91"N,117°58'46.03"E,23°29'49.22"N,119°03'16.18"E,22°30'20.77"N,119°02'22.35"E,22°30'56.70"N,117°58'20.35"E,23.0074215,118.511452,23.5074763,117.9794527,23.4970055,119.0544957,22.5057693,119.0395409,22.51575,117.9723185,L1C_T50QPL_A028572_20220826T023943,19415328
L1C_T50QQK_A037509_20220828T023816,2022-08-28T02:38:16.483Z,2022-08-28T02:50:39.684Z,T50QQK,21.87461,ESA,SENTINEL-2A,ATOS,L1C_T50QQK_A037509_20220828T023816,46,Descending Orbit,04.00,2022-08-28T04:48:25.000000Z,S2A_MSIL1C_20220828T022541_N0400_R046_T50QQK_20220828T044825,ATOS,INS-NOBS,GS2A_20220828T022541_037509_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220828T044825_S20220828T023816_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,23.1316733839594,119.0152347460940,10000,Y,22°05'32.59"N,119°28'12.45"E,22°35'42.91"N,118°56'42.59"E,22°34'43.59"N,120°00'44.42"E,21°35'17.37"N,119°59'28.98"E,21°36'13.82"N,118°55'53.82"E,22.0923866,119.4701258,22.5952529,118.9451638,22.5787754,120.0123391,21.5881579,119.991383,21.60384,118.9316174,L1C_T50QQK_A037509_20220828T023816,19438739
L1C_T50QQL_A037509_20220828T023816,2022-08-28T02:38:16.483Z,2022-08-28T02:50:39.684Z,T50QQL,21.77762,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A037509_20220828T023816,46,Descending Orbit,04.00,2022-08-28T04:48:25.000000Z,S2A_MSIL1C_20220828T022541_N0400_R046_T50QQL_20220828T044825,ATOS,INS-NOBS,GS2A_20220828T022541_037509_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220828T044825_S20220828T023816_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,23.6177424257218,120.7607892334630,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A037509_20220828T023816,19439768
L1C_T50QQL_A037552_20220831T024846,2022-08-31T02:48:46.955Z,2022-08-31T03:00:34.078Z,T50QQL,5.83188,ESA,SENTINEL-2A,ATOS,L1C_T50QQL_A037552_20220831T024846,89,Descending Orbit,04.00,2022-08-31T04:57:01.000000Z,S2A_MSIL1C_20220831T023541_N0400_R089_T50QQL_20220831T045701,ATOS,INS-NOBS,GS2A_20220831T023541_037552_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220831T045701_S20220831T024846_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,22.2251347935239,127.2575298642930,10000,Y,22°59'42.41"N,119°29'10.51"E,23°29'53.69"N,118°57'29.45"E,23°28'51.72"N,120°01'56.91"E,22°29'25.96"N,120°00'37.53"E,22°30'25.03"N,118°56'38.13"E,22.9951143,119.4862518,23.4982462,118.9581809,23.4810344,120.0324758,22.4905457,120.0104242,22.5069519,118.943926,L1C_T50QQL_A037552_20220831T024846,19487663
L1C_T50QPK_A037552_20220831T024846,2022-08-31T02:48:46.955Z,2022-08-31T03:00:34.078Z,T50QPK,6.13219,ESA,SENTINEL-2A,ATOS,L1C_T50QPK_A037552_20220831T024846,89,Descending Orbit,04.00,2022-08-31T04:57:01.000000Z,S2A_MSIL1C_20220831T023541_N0400_R089_T50QPK_20220831T045701,ATOS,INS-NOBS,GS2A_20220831T023541_037552_N04.00,UINT16,S2MSI1C,JPEG2000,LEVEL-1C,S2A_OPER_MSI_L1C_DS_ATOS_20220831T045701_S20220831T024846_N04.00,WGS84,UTM,50N,32650,10  20  60,METER,22.3920564678004,123.9450920785430,10000,Y,22°06'14.97"N,118°30'05.91"E,22°36'14.72"N,117°58'22.58"E,22°35'38.63"N,119°02'27.02"E,21°36'09.76"N,119°01'35.86"E,21°36'44.10"N,117°57'58.17"E,22.1041598,118.5016409,22.6040892,117.972938,22.5940651,119.0408395,21.6027096,119.0266278,21.6122496,117.9661585,L1C_T50QPK_A037552_20220831T024846,19487689
